,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,muncie,40.1934,-85.3864,11.67,71,90,1.54,US,1616472017
275,severo-kurilsk,50.6789,156.125,-0.68,73,51,11.23,RU,1616472018
276,sokolo,14.7328,-6.1219,27.7,15,67,5.26,ML,1616472018
277,margate,51.3813,1.3862,4.44,86,41,0.89,GB,1616472018
278,ventspils,57.3894,21.5606,1.0,100,75,1.03,LV,1616472019
279,maceio,-9.6658,-35.7353,25.0,88,75,1.54,BR,1616472019
280,lasa,46.6166,10.7002,-1.11,74,0,3.6,IT,1616472019
281,coffs harbour,-30.3,153.1333,22.0,94,75,7.2,AU,1616472020
282,havelock,34.8791,-76.9013,13.33,88,90,7.72,US,1616472020
283,kavaratti,10.5669,72.642,28.26,73,100,4.31,IN,1616472020
284,nkhata bay,-11.6066,34.2907,22.61,88,100,3.61,MW,1616472020
285,general roca,-39.0333,-67.5833,17.0,77,0,5.91,AR,1616472021
286,forio,40.7342,13.8646,8.89,67,19,12.96,IT,1616472021
287,aswan,24.0934,32.907,27.22,29,0,3.96,EG,1616472021
288,pathein,16.7833,94.7333,35.2,32,3,3.12,MM,1616472021
289,berlevag,70.8578,29.0864,2.0,87,75,13.89,NO,1616472022
290,sao joao da barra,-21.6403,-41.0511,24.11,91,1,2.6,BR,1616472023
291,mao,39.8885,4.2658,9.0,81,20,2.06,ES,1616472023
292,barguzin,53.6167,109.6167,-0.37,82,83,3.97,RU,1616472023
293,kadoma,34.7333,135.5833,15.0,50,20,3.6,JP,1616471833
294,palma soriano,20.2172,-75.9989,24.0,78,40,2.06,CU,1616472024
295,tiksi,71.6872,128.8694,-26.17,95,100,3.36,RU,1616472024
296,taksimo,56.3444,114.8794,-2.85,77,93,0.55,RU,1616472024
297,ocos,14.5094,-92.1933,26.0,78,40,1.54,GT,1616472024
298,vanimo,-2.6741,141.3028,30.29,64,92,2.02,PG,1616472025
299,yulara,-25.2406,130.9889,24.0,64,90,3.6,AU,1616472025
300,pontianak,-0.0333,109.3333,29.0,79,40,2.57,ID,1616472025
301,cabo san lucas,22.8909,-109.9124,19.44,68,40,2.82,MX,1616472025
302,coolum beach,-26.5333,153.1,25.0,91,100,0.45,AU,1616472026
303,paamiut,61.994,-49.6678,-10.21,68,97,3.23,GL,1616472026
304,bilma,18.6853,12.9164,27.21,16,42,6.31,NE,1616472026
305,sarangani,5.4033,125.4636,28.13,76,100,9.98,PH,1616472027
306,finnsnes,69.2296,17.9811,5.0,81,98,7.2,NO,1616472027
307,northfield,44.4583,-93.1616,9.0,71,90,3.6,US,1616472027
308,the pas,53.8251,-101.2541,-3.0,59,1,5.66,CA,1616472027
309,mitsamiouli,-11.3847,43.2844,26.0,89,20,2.06,KM,1616472028
310,jatai,-17.8814,-51.7144,19.96,81,100,1.6,BR,1616472028
311,tinde,-3.8833,33.2,17.64,86,78,1.49,TZ,1616472028
312,venice,27.0998,-82.4543,17.78,94,1,3.6,US,1616472028
313,palmer,42.1584,-72.3287,7.0,42,1,2.57,US,1616472029
314,nizwa,22.9333,57.5333,24.47,23,0,0.84,OM,1616472029
315,srednekolymsk,67.45,153.6833,-12.18,93,100,7.46,RU,1616472029
316,turan,16.0678,108.2208,22.0,83,75,0.51,VN,1616472002
317,stromness,58.965,-3.296,8.0,87,90,6.69,GB,1616472030
318,horta,38.5333,-28.6333,13.0,62,20,7.72,PT,1616472030
319,lixourion,38.2019,20.4314,10.68,63,79,4.69,GR,1616472030
320,nouadhibou,20.931,-17.0347,16.0,77,0,8.23,MR,1616472030
321,san juan,-31.5375,-68.5364,19.7,46,0,0.86,AR,1616472031
322,talnakh,69.4865,88.3972,-14.06,92,100,4.86,RU,1616472031
323,ribeira grande,38.5167,-28.7,13.0,62,20,7.72,PT,1616472031
324,ondangwa,-17.9167,15.95,22.0,88,50,1.54,NA,1616472008
325,mugan,35.9404,101.3842,9.67,8,0,2.24,CN,1616472031
326,ponta delgada,37.7333,-25.6667,15.0,88,40,2.57,PT,1616472032
327,gladstone,-23.85,151.25,28.0,74,75,5.14,AU,1616471829
328,bangassou,4.7413,22.8184,20.02,94,59,1.36,CF,1616472032
329,san cristobal,7.7669,-72.225,19.6,81,71,0.51,VE,1616472032
330,zhanaozen,43.3,52.8,3.86,61,98,8.32,KZ,1616472033
331,nantucket,41.2835,-70.0995,5.56,90,0,3.26,US,1616472033
332,ilulissat,69.2167,-51.1,-18.0,65,75,3.6,GL,1616472033
333,pangody,65.85,74.4859,-9.89,94,95,4.83,RU,1616472033
334,lavrentiya,65.5833,-171.0,-18.26,90,3,2.19,RU,1616472034
335,kudahuvadhoo,2.6708,72.8944,28.18,67,14,1.65,MV,1616472034
336,mangrol,21.1167,70.1167,27.29,62,0,4.33,IN,1616472034
337,clarence town,-32.5833,151.7833,21.67,94,90,4.63,AU,1616472034
338,port hardy,50.6996,-127.4199,7.0,81,20,3.6,CA,1616472035
339,saskylakh,71.9167,114.0833,-30.14,92,35,2.49,RU,1616472035
340,agadez,19.75,10.25,22.64,12,39,5.07,NE,1616472035
341,alugan,12.2188,125.4808,27.27,79,100,8.1,PH,1616472035
342,conversion,15.8984,121.1277,27.92,64,75,4.24,PH,1616472035
343,krasnogorsk,55.8225,37.3181,-3.0,86,0,2.0,RU,1616472036
344,san policarpo,12.1791,125.5072,27.52,78,100,8.52,PH,1616471993
345,amapa,1.0,-52.0,21.67,99,100,0.5,BR,1616472036
346,mishan,45.55,131.8833,7.33,45,100,6.24,CN,1616472037
347,pyapon,16.2833,95.6833,34.21,44,61,4.23,MM,1616472037
348,kinlochleven,56.7115,-4.9661,8.33,90,100,3.13,GB,1616472038
349,juterbog,51.9833,13.0833,4.44,82,100,2.68,DE,1616472038
350,balgazyn,51.0,95.2,2.79,58,80,1.42,RU,1616472038
351,moba,33.2288,105.0179,9.57,52,12,2.94,CN,1616472038
352,itoman,26.1247,127.6694,20.0,45,75,5.66,JP,1616472039
353,nemuro,43.3236,145.575,7.0,39,40,5.14,JP,1616472010
354,kenora,49.8167,-94.4337,0.0,47,40,2.06,CA,1616472039
355,dali,25.7,100.1833,21.81,24,0,3.47,CN,1616472039
356,scarborough,54.2797,-0.4044,5.56,84,74,0.45,GB,1616472039
357,skjervoy,70.0311,20.9714,3.19,80,100,15.22,NO,1616472040
358,awbari,26.5921,12.7805,9.47,64,30,2.46,LY,1616472040
359,olinda,-8.0089,-34.8553,26.0,69,40,2.57,BR,1616472040
360,pacora,9.0833,-79.2833,24.44,83,20,2.06,PA,1616472041
361,aykhal,66.0,111.5,-22.12,71,16,3.28,RU,1616472041
362,andros town,24.7,-77.7667,20.0,68,75,1.54,BS,1616472041
363,muravlenko,63.7898,74.523,-9.95,92,98,5.84,RU,1616472041
364,luba,3.4568,8.5547,24.0,94,20,0.51,GQ,1616472041
365,kahului,20.8947,-156.47,26.0,61,40,9.26,US,1616472042
366,salym,60.0625,71.4789,-7.11,93,91,3.31,RU,1616472042
367,manta,-0.95,-80.7333,25.0,78,40,1.03,EC,1616472042
368,erzin,36.9559,36.2,17.78,85,100,6.26,TR,1616472042
369,college,64.8569,-147.8028,-3.0,30,75,1.08,US,1616472043
370,kargasok,59.0556,80.8572,-3.91,92,97,0.6,RU,1616472043
371,bristol,41.8334,-71.1662,5.56,93,1,1.01,US,1616472043
372,hasaki,35.7333,140.8333,16.11,33,20,2.57,JP,1616471745
373,wattegama,6.7989,81.4808,28.0,83,20,3.09,LK,1616472044
374,iqaluit,63.7506,-68.5145,-29.0,57,20,6.69,CA,1616472001
375,luganville,-15.5333,167.1667,27.5,77,19,0.45,VU,1616472044
376,qasigiannguit,68.8193,-51.1922,-18.0,65,75,3.6,GL,1616472044
377,terebovlya,49.3019,25.71,-0.56,75,12,5.22,UA,1616472045
378,asau,46.4333,26.4,-2.22,48,77,2.17,RO,1616472045
379,puerto narino,-3.7703,-70.3831,22.41,98,95,0.84,CO,1616472046
380,minot,48.2325,-101.2963,9.0,34,90,2.06,US,1616472046
381,atar,20.5169,-13.0499,21.21,17,0,2.64,MR,1616472046
382,sakaiminato,35.55,133.2333,15.0,41,20,7.2,JP,1616472046
383,san quintin,30.4833,-115.95,13.25,81,0,5.3,MX,1616472046
384,sidi ali,36.0998,0.4206,7.94,81,4,1.51,DZ,1616472047
385,saldanha,-33.0117,17.9442,20.0,56,0,1.03,ZA,1616472047
386,aksarka,66.5606,67.7975,-9.6,94,100,1.7,RU,1616472047
387,cockburn town,21.4612,-71.1419,25.23,74,24,6.23,TC,1616472047
388,kropotkin,45.4375,40.5756,6.11,46,100,4.53,RU,1616472048
389,imeni zhelyabova,58.9544,36.5956,-9.78,97,65,2.03,RU,1616472048
390,egvekinot,66.3167,-179.1667,-23.6,96,87,1.58,RU,1616472048
391,olden,61.8364,6.8064,5.56,79,100,3.58,NO,1616472048
392,hirara,24.8,125.2833,22.0,49,75,7.2,JP,1616472049
393,labuhan,-6.8844,112.2051,29.89,64,100,1.84,ID,1616472049
394,ilhabela,-23.7781,-45.3581,24.49,84,60,1.34,BR,1616472049
395,magadan,59.5667,150.8,-4.41,88,100,2.31,RU,1616471960
396,atbasar,51.8,68.3333,-10.01,96,100,3.18,KZ,1616472049
397,shakiso,5.75,38.9167,12.35,66,93,2.05,ET,1616472050
398,constantine,36.365,6.6147,4.0,93,75,4.63,DZ,1616472050
399,ulladulla,-35.35,150.4667,19.0,100,90,5.66,AU,1616472050
400,tukrah,32.5341,20.5791,13.26,63,64,8.94,LY,1616472050
401,pochutla,15.7432,-96.4661,26.67,76,0,2.24,MX,1616472051
402,da nang,16.0678,108.2208,22.0,83,75,0.51,VN,1616471922
403,zhuhai,22.2769,113.5678,20.56,55,40,4.63,CN,1616472051
404,perelyub,51.8667,50.3667,-3.37,85,100,4.47,RU,1616472051
405,kintampo,8.0563,-1.7306,22.1,77,100,2.52,GH,1616471921
406,jever,53.5833,7.9,5.0,81,98,3.6,DE,1616472052
407,kamsack,51.5667,-101.9009,-1.0,93,75,3.6,CA,1616472052
408,martaban,16.5314,97.6111,34.04,40,64,1.04,MM,1616472052
409,waitati,-45.75,170.5667,13.89,85,27,1.79,NZ,1616472052
410,naze,28.3667,129.4833,18.0,48,75,6.17,JP,1616471991
411,bud,39.447,-86.1758,12.78,72,99,2.78,US,1616472053
412,necochea,-38.5473,-58.7368,13.24,76,63,4.5,AR,1616472053
413,pisco,-13.7,-76.2167,21.0,73,0,4.63,PE,1616472053
414,meulaboh,4.1363,96.1285,29.11,66,95,0.79,ID,1616472054
415,taybad,34.74,60.7756,13.2,40,62,3.33,IR,1616472054
416,oeiras,-7.0253,-42.1311,21.88,91,96,1.23,BR,1616472055
417,petropavlovsk-kamchatskiy,53.0452,158.6483,1.0,60,75,5.0,RU,1616472001
418,honningsvag,70.9821,25.9704,2.0,87,75,13.89,NO,1616472055
419,namibe,-15.1961,12.1522,21.52,82,26,1.91,AO,1616472055
420,oktyabrskiy,54.4815,53.471,-1.93,92,100,5.56,RU,1616472056
421,gat,31.61,34.7642,27.0,29,0,6.17,IL,1616472056
422,taman,45.2117,36.7161,3.0,87,100,6.0,RU,1616472056
423,talcahuano,-36.7167,-73.1167,15.0,72,0,7.2,CL,1616472056
424,bucerias,20.75,-105.3333,21.67,83,1,2.31,MX,1616472057
425,chuy,-33.6971,-53.4616,19.37,72,94,1.83,UY,1616472058
426,mulchen,-37.7167,-72.2333,13.7,61,52,2.05,CL,1616472058
427,bac lieu,9.285,105.7244,31.9,51,100,9.44,VN,1616471872
428,beatrice,40.2681,-96.747,10.0,100,90,3.09,US,1616472058
429,barsovo,61.1667,73.1667,-8.0,100,0,3.0,RU,1616472058
430,flin flon,54.7682,-101.865,-12.56,82,100,6.13,CA,1616472059
431,kurilsk,45.2333,147.8833,0.68,78,51,5.08,RU,1616472059
432,nalut,30.3333,10.85,8.17,42,0,4.04,LY,1616472059
433,coihaique,-45.5752,-72.0662,11.0,82,75,2.57,CL,1616472059
434,waraseoni,21.75,80.0333,31.89,20,51,1.44,IN,1616472060
435,saint-francois,46.4154,3.9054,1.11,93,0,1.54,FR,1616472060
436,kamenka,51.3223,42.7678,-0.56,93,100,2.63,RU,1616472060
437,wanaka,-44.7,169.15,22.07,52,20,0.93,NZ,1616472060
438,pimenteiras,-6.2453,-41.4192,20.77,90,75,0.58,BR,1616472061
439,buin,-33.7333,-70.75,19.0,52,0,3.09,CL,1616472061
440,marzuq,14.4,46.4667,21.27,23,2,1.29,YE,1616472061
441,parrita,9.5201,-84.3225,21.0,94,75,1.54,CR,1616472061
442,robertsonpet,12.9667,78.2833,26.0,65,6,2.76,IN,1616472061
443,novyy svit,47.8059,38.0211,0.95,99,100,4.18,UA,1616472062
444,klishkivtsi,48.4316,26.2623,0.56,70,13,2.24,UA,1616472062
445,verkhnetulomskiy,68.6073,31.7962,-4.0,74,75,3.0,RU,1616472062
446,maragogi,-9.0122,-35.2225,25.31,81,56,0.7,BR,1616472062
447,myitkyina,25.3833,97.4,35.22,18,3,0.54,MM,1616472063
448,roald,62.5833,6.1333,7.78,93,75,8.23,NO,1616472063
449,sulina,45.1559,29.6536,2.24,83,56,8.57,RO,1616472063
450,sistranda,63.7256,8.834,7.0,93,75,10.29,NO,1616472064
451,cap malheureux,-19.9842,57.6142,27.78,82,52,2.24,MU,1616472064
452,te anau,-45.4167,167.7167,21.59,51,5,1.73,NZ,1616472061
453,eirunepe,-6.6603,-69.8736,21.66,99,91,0.83,BR,1616472064
454,svetlaya,46.5389,138.3297,2.67,69,100,6.11,RU,1616472065
455,hare bay,48.8499,-54.0148,5.0,52,1,4.63,CA,1616472065
456,belmonte,-15.8631,-38.8828,23.0,94,40,1.54,BR,1616472065
457,ndele,8.4109,20.6473,25.17,60,98,2.78,CF,1616472065
458,rubizhne,49.0123,38.3797,1.07,97,100,3.2,UA,1616472066
459,hofn,64.2539,-15.2082,2.95,74,100,9.15,IS,1616472066
460,pasuruan,-7.6453,112.9075,30.0,74,20,3.6,ID,1616471929
461,thoen,17.6129,99.2161,32.78,50,10,2.2,TH,1616472066
462,athabasca,54.7169,-113.2854,-5.0,58,99,4.12,CA,1616472067
463,bawku,11.0616,-0.2417,29.02,51,75,5.89,GH,1616471826
464,mabaruma,8.2,-59.7833,22.24,97,58,1.27,GY,1616472067
465,trincomalee,8.5711,81.2335,28.93,64,96,4.52,LK,1616472067
466,kralendijk,12.15,-68.2667,26.0,78,20,6.17,BQ,1616472068
467,dunedin,-45.8742,170.5036,13.89,85,7,1.79,NZ,1616472057
468,naguelguel,16.0053,120.2635,32.18,48,16,7.95,PH,1616472068
469,vilyuysk,63.7553,121.6247,-22.0,83,60,3.71,RU,1616472068
470,wasilla,61.5814,-149.4394,-2.0,34,1,4.12,US,1616472068
471,bubaque,11.2833,-15.8333,24.53,62,98,5.28,GW,1616472069
472,ugoofaaru,5.6667,73.0,28.67,72,12,2.62,MV,1616472004
473,rizhao,35.4275,119.4553,15.18,36,0,7.77,CN,1616472043
474,laguna,38.421,-121.4238,14.0,67,40,2.57,US,1616472070
475,turukhansk,65.8167,87.9833,-15.77,90,100,5.22,RU,1616472070
476,yuanping,38.7153,112.7575,11.26,22,0,0.89,CN,1616472070
477,lengshuijiang,27.6881,111.4294,13.64,56,100,0.77,CN,1616472070
478,yumen,40.2833,97.2,10.01,11,87,4.03,CN,1616472071
479,poya,-21.35,165.15,27.28,62,100,1.78,NC,1616472071
480,ardakan,32.31,54.0175,12.0,19,0,2.06,IR,1616472071
481,beringovskiy,63.05,179.3167,-7.35,91,100,4.36,RU,1616472071
482,thomaston,32.8882,-84.3266,16.0,55,1,2.57,US,1616472071
483,tiarei,-17.5333,-149.3333,31.0,66,20,3.6,PF,1616472072
484,zapolyarnyy,69.4154,30.8136,-4.0,80,40,10.29,RU,1616472072
485,vasilyevo,55.836,48.6582,-1.0,86,90,3.0,RU,1616472072
486,derzhavinsk,51.1,66.3167,-9.21,98,100,3.3,KZ,1616472072
487,forbes,-33.3833,148.0167,22.22,86,100,6.58,AU,1616472073
488,kardla,58.9978,22.7492,-2.22,92,96,1.34,EE,1616472073
489,george,-33.963,22.4617,13.0,94,0,1.03,ZA,1616471958
490,plettenberg bay,-34.0527,23.3716,16.02,81,1,2.29,ZA,1616472073
491,touros,-5.1989,-35.4608,25.0,88,75,1.54,BR,1616472074
492,mzimba,-11.9,33.6,16.68,95,100,2.7,MW,1616472074
493,santiago de cao,-7.9589,-79.2392,22.35,82,81,5.92,PE,1616472074
494,porto novo,6.4965,2.6036,26.71,81,100,4.48,BJ,1616472074
495,manzanillo,20.3433,-77.1167,22.34,84,12,1.99,CU,1616472075
496,plouzane,48.3833,-4.6167,5.0,81,0,2.57,FR,1616472075
497,beirut,33.8889,35.4944,25.0,44,75,4.12,LB,1616472075
498,baoro,5.6667,15.9667,19.53,85,90,1.86,CF,1616472075
499,gaogou,34.0175,119.1886,16.84,31,0,6.17,CN,1616472076
500,broome,42.2506,-75.833,10.0,25,1,3.09,US,1616472076
501,balkanabat,39.5108,54.3671,9.98,65,78,6.41,TM,1616472076
502,matara,5.9485,80.5353,29.09,67,50,4.09,LK,1616472076
503,wajima,37.4,136.9,9.0,57,40,5.14,JP,1616472076
504,cam ranh,11.9214,109.1591,27.0,78,75,10.8,VN,1616472002
505,edd,13.9297,41.6925,28.9,26,2,3.23,ER,1616472077
506,dabola,10.75,-11.1167,24.59,50,84,1.82,GN,1616472077
507,okhotsk,59.3833,143.3,-7.13,80,100,8.07,RU,1616472078
508,minab,27.1467,57.0801,21.0,73,0,1.47,IR,1616472078
509,batagay,67.6333,134.6333,-21.44,89,100,4.4,RU,1616472078
510,wuhu,31.3366,118.3755,17.0,29,0,3.0,CN,1616471929
511,udachnyy,66.4167,112.4,-22.56,70,21,2.28,RU,1616472079
512,genhe,50.7833,121.5167,1.99,54,39,3.67,CN,1616472079
513,durazno,-33.4131,-56.5006,16.81,88,99,2.53,UY,1616472079
514,soe,-9.8607,124.284,24.66,81,100,0.89,ID,1616472079
515,russell,32.3502,-85.1999,19.0,63,90,2.57,US,1616472080
516,pudozh,61.8099,36.5345,-17.48,100,83,0.83,RU,1616472080
517,maine-soroa,13.2114,12.0241,28.04,12,9,3.92,NE,1616472080
518,kaili,-3.4626,120.2147,23.09,80,100,0.38,ID,1616472081
519,vao,-22.6667,167.4833,24.42,66,100,6.57,NC,1616472081
520,belaya gora,68.5333,146.4167,-18.77,89,100,5.36,RU,1616472081
521,point pedro,9.8167,80.2333,29.11,64,73,3.9,LK,1616472081
522,tazovskiy,67.4667,78.7,-21.43,95,69,2.42,RU,1616472081
523,vanavara,60.34,102.2797,-5.34,84,99,2.77,RU,1616472082
524,chapais,49.7834,-74.8492,8.0,46,75,5.14,CA,1616472082
525,takoradi,4.8845,-1.7554,25.69,84,100,4.75,GH,1616472082
526,key west,24.5557,-81.7826,20.0,60,75,1.54,US,1616472082
527,vallenar,-28.5708,-70.7581,19.35,45,0,0.65,CL,1616472083
528,lahij,13.1667,44.5833,24.13,32,6,1.28,YE,1616472083
529,ternate,0.8,127.4,29.35,69,58,0.64,ID,1616472048
530,flinders,-34.5833,150.8552,19.44,99,100,3.58,AU,1616472083
531,yuzhne,46.6221,31.1013,2.0,80,90,7.0,UA,1616472084
532,sheridan,44.8333,-106.9173,2.22,87,90,1.54,US,1616472084
533,voh,-20.9667,164.7,28.28,59,91,0.92,NC,1616472084
534,altamira,-3.2033,-52.2064,21.22,95,98,0.92,BR,1616472084
535,najran,17.4924,44.1277,16.0,29,0,1.54,SA,1616472084
536,savannah bight,16.45,-85.85,25.56,89,46,9.5,HN,1616472085
537,faya,18.3851,42.4509,14.0,82,0,1.83,SA,1616472085
538,dongzhen,22.3797,110.9389,18.71,53,100,0.8,CN,1616472085
539,muli,2.9167,73.5667,28.23,70,39,1.67,MV,1616472002
540,iquique,-20.2208,-70.1431,20.0,60,0,4.63,CL,1616472086
541,calpulalpan,19.5833,-98.5833,21.0,28,20,4.12,MX,1616472086
542,bela,25.9333,81.9833,34.76,11,1,1.75,IN,1616472086
543,luwuk,-0.9516,122.7875,30.16,67,100,1.62,ID,1616472086
544,palembang,-2.9167,104.7458,29.0,74,75,2.57,ID,1616472075
545,tripoli,32.8752,13.1875,12.54,57,14,11.2,LY,1616472087
546,havoysund,70.9963,24.6622,4.0,75,20,8.23,NO,1616472087
547,tessaoua,13.7574,7.9874,26.6,16,31,4.0,NE,1616472087
548,ciudad bolivar,8.1222,-63.5497,27.02,65,72,5.31,VE,1616472087
549,erdenet,49.0333,104.0833,3.82,41,87,1.8,MN,1616472088
550,revelganj,25.7833,84.6667,28.0,34,20,2.06,IN,1616472088
551,charleston,32.7766,-79.9309,16.67,72,20,3.09,US,1616472088
